"s1","s2","sim1"
0.5,1.5,6.70758446101538
1.5,1.5,7.15671277094448
2.5,1.5,7.81538608947322
3.5,1.5,7.17062313613456
4.5,1.5,6.94510667417148
5.5,1.5,6.95968435255128
6.5,1.5,6.99799607643068
7.5,1.5,6.77710645762498
8.5,1.5,6.00430833506066
9.5,1.5,5.65635744803974
10.5,1.5,5.25240948609423
11.5,1.5,5.02891672253562
12.5,1.5,5.25856380673811
13.5,1.5,5.15478636551768
14.5,1.5,5.06663286536711
15.5,1.5,5.35752883775983
16.5,1.5,5.44826348724539
17.5,1.5,5.08510913139997
18.5,1.5,5.17921402494239
19.5,1.5,4.97983316549133
20.5,1.5,4.74208796499006
21.5,1.5,4.52370752956262
22.5,1.5,4.81566724441277
23.5,1.5,4.64128481838078
24.5,1.5,4.28328529486047
25.5,1.5,4.54004633974606
26.5,1.5,4.26608195010808
27.5,1.5,3.8640830758894
28.5,1.5,3.72528370817468
29.5,1.5,3.74471954126208
30.5,1.5,3.5094399953391
31.5,1.5,3.04915865153959
32.5,1.5,3.33434364009428
33.5,1.5,3.42081040019368
34.5,1.5,3.38226874006441
35.5,1.5,3.33252381977073
36.5,1.5,3.01507100538065
37.5,1.5,3.33242501731504
38.5,1.5,3.49417315377196
39.5,1.5,3.49380348565381
40.5,1.5,3.7806687214164
41.5,1.5,3.51751688973224
42.5,1.5,3.81506513566007
43.5,1.5,3.4759751686544
44.5,1.5,3.59755828874198
45.5,1.5,3.73867668212047
46.5,1.5,3.83834942369406
47.5,1.5,3.6629449304841
48.5,1.5,3.24766059469082
49.5,1.5,3.29754980527428
50.5,1.5,3.32852191604247
51.5,1.5,3.30358360660785
52.5,1.5,3.25181387093895
53.5,1.5,2.76415046161655
54.5,1.5,3.21687237286008
55.5,1.5,3.54083580626203
56.5,1.5,3.58533275896158
57.5,1.5,3.37860963052431
58.5,1.5,3.719275892655
59.5,1.5,3.85891442069865
60.5,1.5,3.97397845858644
61.5,1.5,4.09844868637089
62.5,1.5,3.92403879509223
63.5,1.5,4.05646148110567
64.5,1.5,3.93787601483411
65.5,1.5,3.62203663918884
66.5,1.5,3.70206462287548
67.5,1.5,3.82396499603521
68.5,1.5,3.94634925403809
69.5,1.5,4.24678497035938
70.5,1.5,4.30413568829939
71.5,1.5,4.56979309275687
72.5,1.5,4.70086845432792
73.5,1.5,4.56409733096793
74.5,1.5,4.68238853933961
75.5,1.5,4.3134573992637
76.5,1.5,4.49546595739068
77.5,1.5,4.52007162950333
78.5,1.5,4.51774751109665
79.5,1.5,4.68374868801972
80.5,1.5,4.99902012216309
81.5,1.5,5.26572011447091
82.5,1.5,5.59098963176552
83.5,1.5,5.88420075859244
84.5,1.5,5.64420967870625
85.5,1.5,5.0828464384338
86.5,1.5,5.09937373862482
87.5,1.5,4.83080368889756
88.5,1.5,4.86536542519975
89.5,1.5,4.77255541011592
90.5,1.5,5.03287719506183
91.5,1.5,5.2651523794288
92.5,1.5,5.48833838819346
93.5,1.5,5.5287302390046
94.5,1.5,5.38368957065396
95.5,1.5,5.2004120458573
96.5,1.5,5.44772838597184
97.5,1.5,5.4391775519162
98.5,1.5,5.33146684708706
99.5,1.5,5.65076866374595
0.5,2.5,6.88875190666944
1.5,2.5,7.15844862722715
2.5,2.5,7.26516146663498
3.5,2.5,6.89338006586785
4.5,2.5,6.80152180092921
5.5,2.5,6.93878651165041
6.5,2.5,6.64305883629667
7.5,2.5,6.65464841042035
8.5,2.5,6.13208812027004
9.5,2.5,5.68208816574221
10.5,2.5,5.04624346873234
11.5,2.5,4.94699632980715
12.5,2.5,5.35586607061778
13.5,2.5,4.99315914899156
14.5,2.5,4.8751068005071
15.5,2.5,5.07005011353548
16.5,2.5,5.42014967531884
17.5,2.5,5.53487710279862
18.5,2.5,5.37097955713898
19.5,2.5,5.08842248206545
20.5,2.5,4.55618067737578
21.5,2.5,4.4182363234445
22.5,2.5,4.38932058400721
23.5,2.5,4.58121737421556
24.5,2.5,4.21283263669712
25.5,2.5,4.50005936310535
26.5,2.5,3.78422641743174
27.5,2.5,3.88498788734219
28.5,2.5,4.05585266495877
29.5,2.5,3.81675524211146
30.5,2.5,3.31506509269486
31.5,2.5,3.04276037045033
32.5,2.5,3.39865924628071
33.5,2.5,3.01723631498883
34.5,2.5,3.09460590366301
35.5,2.5,3.46069551616125
36.5,2.5,3.75281886857376
37.5,2.5,3.24666272451749
38.5,2.5,3.36867001812765
39.5,2.5,3.75906725493454
40.5,2.5,3.40442928082158
41.5,2.5,3.80310384836163
42.5,2.5,3.66587791983255
43.5,2.5,3.324476258987
44.5,2.5,3.89210977500114
45.5,2.5,3.99548495648995
46.5,2.5,3.98531326314581
47.5,2.5,3.73184409032013
48.5,2.5,3.44450255262942
49.5,2.5,3.51105141241269
50.5,2.5,3.45633027190103
51.5,2.5,3.71636019025742
52.5,2.5,3.27608917623438
53.5,2.5,3.07337938022645
54.5,2.5,3.01217119064741
55.5,2.5,3.26567846860662
56.5,2.5,3.30710069572814
57.5,2.5,3.24613899661744
58.5,2.5,3.62712299950802
59.5,2.5,4.24964796700163
60.5,2.5,4.4624571411076
61.5,2.5,4.03158254698639
62.5,2.5,3.9543574746721
63.5,2.5,4.20361714237176
64.5,2.5,3.94069240400843
65.5,2.5,3.39047117718497
66.5,2.5,3.77848790865235
67.5,2.5,4.01262362844937
68.5,2.5,4.31833036194621
69.5,2.5,4.55396918510871
70.5,2.5,4.6616674654633
71.5,2.5,4.73238715573865
72.5,2.5,4.80865864302834
73.5,2.5,4.63308328227208
74.5,2.5,4.3258608658292
75.5,2.5,4.80655175943185
76.5,2.5,4.82394405024932
77.5,2.5,4.9437303785362
78.5,2.5,4.91909665893794
79.5,2.5,4.9968461570627
80.5,2.5,5.10590097839801
81.5,2.5,5.76169019297293
82.5,2.5,5.85789043971643
83.5,2.5,6.16793795445039
84.5,2.5,5.80146195765705
85.5,2.5,5.87044661483184
86.5,2.5,5.5739239585647
87.5,2.5,5.31395382398486
88.5,2.5,5.25533286550088
89.5,2.5,5.2727792344542
90.5,2.5,5.05123433152821
91.5,2.5,5.48656756067442
92.5,2.5,6.01544824070388
93.5,2.5,6.08987586277887
94.5,2.5,5.91688899224457
95.5,2.5,5.68038339912532
96.5,2.5,5.70284564471453
97.5,2.5,5.49863047093207
98.5,2.5,5.46437802507434
99.5,2.5,6.33835406949289
0.5,3.5,6.89087379222906
1.5,3.5,6.93699005603045
2.5,3.5,6.82254404276312
3.5,3.5,6.72880568752984
4.5,3.5,6.55572262042229
5.5,3.5,6.69467654417773
6.5,3.5,6.54970365092226
7.5,3.5,6.10001517022786
8.5,3.5,6.15647560202444
9.5,3.5,5.48717014301329
10.5,3.5,5.46345422296576
11.5,3.5,5.33225842934626
12.5,3.5,5.2391673805305
13.5,3.5,4.99346415599301
14.5,3.5,4.78054344825352
15.5,3.5,4.9352081982152
16.5,3.5,5.41333853000121
17.5,3.5,5.39700828930838
18.5,3.5,5.161778831444
19.5,3.5,4.77487971030651
20.5,3.5,4.52941451931203
21.5,3.5,4.43725735720806
22.5,3.5,4.496545257675
23.5,3.5,4.51285058875249
24.5,3.5,4.42505876780071
25.5,3.5,4.04455917997231
26.5,3.5,3.75071225593754
27.5,3.5,4.05799550812117
28.5,3.5,4.17932803106867
29.5,3.5,3.72889842329999
30.5,3.5,3.31558995249566
31.5,3.5,3.90588964194465
32.5,3.5,3.61750742172327
33.5,3.5,3.52602002397591
34.5,3.5,3.16020223286771
35.5,3.5,3.41805064873063
36.5,3.5,3.79075355857286
37.5,3.5,3.52118067241644
38.5,3.5,3.42167615615691
39.5,3.5,3.56452269872228
40.5,3.5,3.79882022752473
41.5,3.5,3.76268128179457
42.5,3.5,3.82523595638196
43.5,3.5,3.65495365751456
44.5,3.5,3.77848352796935
45.5,3.5,3.57275213618671
46.5,3.5,3.84445499915029
47.5,3.5,3.9615560914577
48.5,3.5,3.98703760308712
49.5,3.5,3.41470400784177
50.5,3.5,3.80225267898615
51.5,3.5,3.55886905335391
52.5,3.5,3.51161152180405
53.5,3.5,3.4371449780105
54.5,3.5,3.34394958200031
55.5,3.5,3.42155448122189
56.5,3.5,3.31081223951519
57.5,3.5,3.35704280572632
58.5,3.5,3.80157519790454
59.5,3.5,4.40732441249763
60.5,3.5,4.57003563361283
61.5,3.5,4.40385652189524
62.5,3.5,4.12649586507959
63.5,3.5,3.94634617236807
64.5,3.5,3.83250882192244
65.5,3.5,3.71987731217262
66.5,3.5,3.93570667538516
67.5,3.5,4.46680357558734
68.5,3.5,4.30444967782131
69.5,3.5,4.66237319093528
70.5,3.5,4.94462793666087
71.5,3.5,4.82625499195283
72.5,3.5,4.34554624170403
73.5,3.5,4.36846048611645
74.5,3.5,4.34986330104176
75.5,3.5,4.56071771130531
76.5,3.5,4.48596208671038
77.5,3.5,4.90701046585075
78.5,3.5,5.34022127064171
79.5,3.5,5.11172236978649
80.5,3.5,5.60182244694743
81.5,3.5,5.98328317239856
82.5,3.5,6.12984930239194
83.5,3.5,6.1046329804392
84.5,3.5,6.44909200158875
85.5,3.5,5.80167620397601
86.5,3.5,5.58763117366235
87.5,3.5,5.46980663960975
88.5,3.5,5.30628033923538
89.5,3.5,5.12208584486476
90.5,3.5,5.38738264955041
91.5,3.5,5.77322409810391
92.5,3.5,5.85486077214539
93.5,3.5,6.05425899091134
94.5,3.5,6.13103176539529
95.5,3.5,6.1565908473303
96.5,3.5,5.65350542190292
97.5,3.5,5.58974795834492
98.5,3.5,5.35531104294516
99.5,3.5,5.48210804691816
0.5,4.5,6.79652186517647
1.5,4.5,6.52320424594327
2.5,4.5,6.56100074438255
3.5,4.5,6.67507507421909
4.5,4.5,6.31400323744496
5.5,4.5,6.28190687408047
6.5,4.5,5.98439233821148
7.5,4.5,5.86943491581896
8.5,4.5,5.73639182988713
9.5,4.5,5.51903454824689
10.5,4.5,5.53461139932203
11.5,4.5,5.47783327765697
12.5,4.5,5.55877623006987
13.5,4.5,5.27456577053802
14.5,4.5,4.75332415578535
15.5,4.5,5.03791614913272
16.5,4.5,5.03263107486137
17.5,4.5,4.74055619643957
18.5,4.5,4.84792947948459
19.5,4.5,4.77453940316469
20.5,4.5,4.28413688757955
21.5,4.5,4.5825898368571
22.5,4.5,4.44665876958037
23.5,4.5,4.22161205035115
24.5,4.5,4.05359175320588
25.5,4.5,4.33841216618471
26.5,4.5,4.02795254946043
27.5,4.5,3.97169148341313
28.5,4.5,3.81617856778944
29.5,4.5,3.7238097532313
30.5,4.5,3.57651088782615
31.5,4.5,3.50504072062716
32.5,4.5,3.05980479817788
33.5,4.5,3.05652830715709
34.5,4.5,3.40593417519034
35.5,4.5,3.59886561556081
36.5,4.5,3.58135570444752
37.5,4.5,3.41674812767943
38.5,4.5,3.81755890227007
39.5,4.5,3.57038977322829
40.5,4.5,3.73609679386494
41.5,4.5,3.60675564261737
42.5,4.5,3.88278156953641
43.5,4.5,4.29188154510204
44.5,4.5,4.42040618436928
45.5,4.5,4.00388850343195
46.5,4.5,4.33869910544567
47.5,4.5,4.25140337360193
48.5,4.5,3.54420872565393
49.5,4.5,4.13265653872966
50.5,4.5,3.60496127487215
51.5,4.5,3.57345469204255
52.5,4.5,3.52960771253516
53.5,4.5,3.51593267972359
54.5,4.5,3.41783133141552
55.5,4.5,3.30765005812924
56.5,4.5,3.49056610064198
57.5,4.5,3.66498298124823
58.5,4.5,4.02662026948927
59.5,4.5,4.11045377767066
60.5,4.5,4.63551368426947
61.5,4.5,4.36417359547874
62.5,4.5,4.37527508949423
63.5,4.5,4.13918123532313
64.5,4.5,4.18131103202478
65.5,4.5,3.86981898226819
66.5,4.5,4.11694758478133
67.5,4.5,4.20747422021486
68.5,4.5,4.36958241858229
69.5,4.5,4.39261518078515
70.5,4.5,4.67235125441817
71.5,4.5,4.6037582654276
72.5,4.5,4.37983464329615
73.5,4.5,4.48004635677703
74.5,4.5,4.20153719153993
75.5,4.5,4.39915458755006
76.5,4.5,4.62935774294827
77.5,4.5,4.89731883167939
78.5,4.5,5.18757866497024
79.5,4.5,5.2434708097443
80.5,4.5,5.54448589756306
81.5,4.5,5.62157975140966
82.5,4.5,5.58013657149309
83.5,4.5,5.89308952577724
84.5,4.5,5.77382840177286
85.5,4.5,5.58103733583757
86.5,4.5,5.35244508752412
87.5,4.5,5.24517244314265
88.5,4.5,5.64862768600107
89.5,4.5,5.3706280646306
90.5,4.5,5.71632675425632
91.5,4.5,5.72478868484347
92.5,4.5,6.15870560032652
93.5,4.5,6.06257871105736
94.5,4.5,6.30345220839315
95.5,4.5,6.20133077327118
96.5,4.5,5.63391555717944
97.5,4.5,5.7606808643584
98.5,4.5,5.4927683018193
99.5,4.5,5.70482529477756
0.5,5.5,6.83833594552547
1.5,5.5,6.69530001477742
2.5,5.5,6.81108338526279
3.5,5.5,6.3960052547928
4.5,5.5,5.99059307239805
5.5,5.5,6.21692166225166
6.5,5.5,6.0369984724743
7.5,5.5,5.62930181459264
8.5,5.5,5.60440178861768
9.5,5.5,5.58765566689686
10.5,5.5,5.16654048944604
11.5,5.5,5.29917331935443
12.5,5.5,5.41722543698556
13.5,5.5,4.97132510338087
14.5,5.5,4.39844545543228
15.5,5.5,4.67674609243104
16.5,5.5,4.83293024321559
17.5,5.5,4.88222981528053
18.5,5.5,4.66090080890445
19.5,5.5,4.70298424087266
20.5,5.5,4.84023384497046
21.5,5.5,4.6369722209885
22.5,5.5,4.36685844547832
23.5,5.5,4.3412013743019
24.5,5.5,3.83011377016846
25.5,5.5,4.07868916310582
26.5,5.5,3.97577405750717
27.5,5.5,3.70103856550466
28.5,5.5,3.6100899968365
29.5,5.5,3.53373112498408
30.5,5.5,3.46429324824486
31.5,5.5,3.16477247539468
32.5,5.5,3.23691566831483
33.5,5.5,2.97985066549322
34.5,5.5,3.11322297643132
35.5,5.5,3.47342494435901
36.5,5.5,3.61471586744876
37.5,5.5,3.41123498948201
38.5,5.5,3.71853009784385
39.5,5.5,3.69638677455803
40.5,5.5,4.02219994399833
41.5,5.5,4.34706222979438
42.5,5.5,3.92774395441212
43.5,5.5,4.34101268418616
44.5,5.5,4.07948572905813
45.5,5.5,4.07007310972379
46.5,5.5,4.1470472266672
47.5,5.5,3.70144389807578
48.5,5.5,3.6115794610581
49.5,5.5,3.60312992930557
50.5,5.5,3.47481237193057
51.5,5.5,3.70140932877985
52.5,5.5,3.72103442712214
53.5,5.5,3.87103156885016
54.5,5.5,3.82101776296661
55.5,5.5,3.89339461851283
56.5,5.5,3.74157987975185
57.5,5.5,3.8577769997666
58.5,5.5,4.18881131926474
59.5,5.5,4.38297196031816
60.5,5.5,4.80973384973014
61.5,5.5,4.86200658107212
62.5,5.5,4.66470053306415
63.5,5.5,4.56542686139501
64.5,5.5,4.68548760674298
65.5,5.5,4.42362838680764
66.5,5.5,4.1651471228327
67.5,5.5,4.12116581177775
68.5,5.5,4.32672110553159
69.5,5.5,4.38528090065026
70.5,5.5,3.99515940839949
71.5,5.5,4.05663868043523
72.5,5.5,4.30864153903546
73.5,5.5,4.73013703251916
74.5,5.5,4.46052320045769
75.5,5.5,4.49021902950053
76.5,5.5,4.92902752777766
77.5,5.5,5.04806891624404
78.5,5.5,5.07046048651157
79.5,5.5,5.31453633781172
80.5,5.5,5.86155240662537
81.5,5.5,5.7610380129462
82.5,5.5,5.59667547354715
83.5,5.5,5.48871798330999
84.5,5.5,5.48648559271864
85.5,5.5,5.19194705640647
86.5,5.5,5.5060395146795
87.5,5.5,5.69969816816822
88.5,5.5,5.88045966805458
89.5,5.5,5.88444215453421
90.5,5.5,5.64715682435866
91.5,5.5,5.90347610400598
92.5,5.5,5.88653789350917
93.5,5.5,6.14137536679194
94.5,5.5,6.11445870278049
95.5,5.5,5.94176183516697
96.5,5.5,5.89171945623234
97.5,5.5,6.01674261930149
98.5,5.5,5.82866157628251
99.5,5.5,5.56833360514278
0.5,6.5,6.75819472809769
1.5,6.5,6.33652107037207
2.5,6.5,6.48594594461816
3.5,6.5,6.39479271125237
4.5,6.5,6.2441405628653
5.5,6.5,6.0134590347072
6.5,6.5,6.01010821808512
7.5,6.5,5.57706794572736
8.5,6.5,5.74029619406476
9.5,6.5,5.09470281001002
10.5,6.5,5.15021886326664
11.5,6.5,5.06544150377073
12.5,6.5,4.62698505658054
13.5,6.5,4.76259285405174
14.5,6.5,4.54045563815962
15.5,6.5,4.73485452703292
16.5,6.5,4.75135610705658
17.5,6.5,4.90926328299326
18.5,6.5,5.2200458921995
19.5,6.5,4.92137620116941
20.5,6.5,4.59921159290344
21.5,6.5,4.20627928437157
22.5,6.5,3.8948511948892
23.5,6.5,3.93981831476165
24.5,6.5,3.89647736027843
25.5,6.5,3.90762958465219
26.5,6.5,4.04902211350496
27.5,6.5,3.79496331069163
28.5,6.5,3.82325925962775
29.5,6.5,3.71409928419867
30.5,6.5,3.64549208671216
31.5,6.5,3.54348911585204
32.5,6.5,3.66465119931678
33.5,6.5,3.2718150773789
34.5,6.5,3.08288487165285
35.5,6.5,3.69295333814709
36.5,6.5,3.80078112809125
37.5,6.5,3.95196414647653
38.5,6.5,3.75853706899314
39.5,6.5,3.82398353885808
40.5,6.5,4.27420588735062
41.5,6.5,3.98554167101683
42.5,6.5,3.95279451741019
43.5,6.5,4.16210601143246
44.5,6.5,4.09103256715685
45.5,6.5,3.961773879179
46.5,6.5,3.80613882725266
47.5,6.5,3.99742108130371
48.5,6.5,3.54889242168035
49.5,6.5,3.56780137705756
50.5,6.5,3.57602207422046
51.5,6.5,3.65522255358971
52.5,6.5,3.39176372845932
53.5,6.5,3.72915305969439
54.5,6.5,3.37817924614756
55.5,6.5,3.48215064953909
56.5,6.5,4.17995480626677
57.5,6.5,4.26601072821705
58.5,6.5,4.47357429896664
59.5,6.5,4.15379775743394
60.5,6.5,4.84881605820667
61.5,6.5,4.78595071224583
62.5,6.5,5.05364126857916
63.5,6.5,4.86692017868268
64.5,6.5,4.51142559063845
65.5,6.5,4.95295547226854
66.5,6.5,4.74735766829836
67.5,6.5,4.38976653279763
68.5,6.5,4.50134938735859
69.5,6.5,4.43693558512954
70.5,6.5,4.01784329924812
71.5,6.5,3.91307694903228
72.5,6.5,4.19782936914381
73.5,6.5,4.32925143588318
74.5,6.5,4.50938544465247
75.5,6.5,4.66491779647809
76.5,6.5,4.55623004321188
77.5,6.5,4.8362972004507
78.5,6.5,5.34240949906438
79.5,6.5,5.57766700513792
80.5,6.5,5.55690219067469
81.5,6.5,5.46322172116258
82.5,6.5,5.53229106387981
83.5,6.5,5.7735447714789
84.5,6.5,5.3191584944567
85.5,6.5,5.28664223102245
86.5,6.5,5.46593664646981
87.5,6.5,5.60346966775216
88.5,6.5,5.68527205682295
89.5,6.5,5.92751162098677
90.5,6.5,5.97779356434334
91.5,6.5,6.18618476939061
92.5,6.5,6.04084978213588
93.5,6.5,5.88190140251304
94.5,6.5,6.21751460657078
95.5,6.5,6.27048417334521
96.5,6.5,5.93644693232066
97.5,6.5,5.9112901317607
98.5,6.5,5.84428004530463
99.5,6.5,5.69727214272319
0.5,7.5,6.71202652459042
1.5,7.5,6.38249552764047
2.5,7.5,6.60046014773198
3.5,7.5,6.14339825188218
4.5,7.5,5.92476426653239
5.5,7.5,5.98995073887117
6.5,7.5,6.05099236836759
7.5,7.5,5.53278407698245
8.5,7.5,5.19604570446088
9.5,7.5,5.13231816857858
10.5,7.5,4.97142192758995
11.5,7.5,4.87134554698218
12.5,7.5,4.7837137998189
13.5,7.5,4.62977818166803
14.5,7.5,5.09898000650282
15.5,7.5,4.94600006890747
16.5,7.5,4.96313648672182
17.5,7.5,5.12086977960146
18.5,7.5,5.40136276394245
19.5,7.5,4.64479390559373
20.5,7.5,4.71846341452514
21.5,7.5,4.51828940974351
22.5,7.5,3.82638022825134
23.5,7.5,4.06249579407182
24.5,7.5,3.8644031240019
25.5,7.5,3.68025429641537
26.5,7.5,3.33426052194696
27.5,7.5,3.67732884132848
28.5,7.5,3.83815303426452
29.5,7.5,3.76118090979699
30.5,7.5,3.72035692479331
31.5,7.5,3.44572070596593
32.5,7.5,3.81521430142567
33.5,7.5,3.42700647565294
34.5,7.5,3.64169443634648
35.5,7.5,3.84834413127386
36.5,7.5,3.65882128327673
37.5,7.5,3.6556733353262
38.5,7.5,4.17738631245587
39.5,7.5,4.07169022157688
40.5,7.5,4.23920417760054
41.5,7.5,4.28795613905564
42.5,7.5,4.29767273666556
43.5,7.5,4.42066083936784
44.5,7.5,4.36401771068834
45.5,7.5,4.24878000352032
46.5,7.5,4.1865348647469
47.5,7.5,4.06404965867502
48.5,7.5,4.07796611175178
49.5,7.5,4.00893960885249
50.5,7.5,3.83683865590891
51.5,7.5,3.81886246118441
52.5,7.5,4.09403294990006
53.5,7.5,3.94860443697685
54.5,7.5,3.51693435051871
55.5,7.5,3.45034775465157
56.5,7.5,4.11083341161278
57.5,7.5,4.11767913981334
58.5,7.5,4.57936959688662
59.5,7.5,4.79558299191369
60.5,7.5,4.94199710198524
61.5,7.5,5.02008139319441
62.5,7.5,5.19587966497091
63.5,7.5,5.24543711122792
64.5,7.5,5.06096256338283
65.5,7.5,5.1871385806753
66.5,7.5,5.03862534359879
67.5,7.5,4.62187045439564
68.5,7.5,4.16208210396083
69.5,7.5,4.22690782113907
70.5,7.5,4.35226225364787
71.5,7.5,3.99229365974944
72.5,7.5,3.9187411705982
73.5,7.5,3.9785838106416
74.5,7.5,4.17535127205326
75.5,7.5,4.38711927718966
76.5,7.5,4.85066634097222
77.5,7.5,5.43481170278423
78.5,7.5,5.61972562136617
79.5,7.5,5.79884945979159
80.5,7.5,5.49067560204025
81.5,7.5,5.85864126763752
82.5,7.5,6.09036376423484
83.5,7.5,5.919518770977
84.5,7.5,5.69521849978324
85.5,7.5,5.55251591059354
86.5,7.5,5.98209812992711
87.5,7.5,5.81292193024202
88.5,7.5,5.81130968945548
89.5,7.5,6.46145024510792
90.5,7.5,6.02476768576375
91.5,7.5,5.67795635674794
92.5,7.5,5.86302318534984
93.5,7.5,5.78450428805248
94.5,7.5,6.52751555502847
95.5,7.5,6.57119437190889
96.5,7.5,6.12909762379545
97.5,7.5,5.76626785964875
98.5,7.5,5.8060085567178
99.5,7.5,5.77672695322855
0.5,8.5,6.36543671283779
1.5,8.5,6.51461864079817
2.5,8.5,6.48654623389247
3.5,8.5,6.25391831991237
4.5,8.5,5.90769304264346
5.5,8.5,5.77901462505333
6.5,8.5,5.78974000306075
7.5,8.5,5.44057891811888
8.5,8.5,4.9917210080082
9.5,8.5,4.80164355231224
10.5,8.5,5.00951798514746
11.5,8.5,4.97433010620272
12.5,8.5,5.13973480549818
13.5,8.5,5.16155333746485
14.5,8.5,5.13842934666005
15.5,8.5,5.22267756496565
16.5,8.5,5.5504298585294
17.5,8.5,5.76330452244627
18.5,8.5,5.81878965162497
19.5,8.5,5.45164732164111
20.5,8.5,4.86501019668821
21.5,8.5,4.79541575814539
22.5,8.5,4.2988603353337
23.5,8.5,3.87718492678591
24.5,8.5,3.77455635096308
25.5,8.5,3.93888988252725
26.5,8.5,3.58138474863253
27.5,8.5,3.71316151403078
28.5,8.5,3.86028510963772
29.5,8.5,3.76194403849206
30.5,8.5,3.68869550050364
31.5,8.5,3.44898275286198
32.5,8.5,3.49094008725651
33.5,8.5,3.57516225205556
34.5,8.5,3.84145030853356
35.5,8.5,4.0890675011514
36.5,8.5,3.93337058431946
37.5,8.5,3.80128754656306
38.5,8.5,4.32221613062742
39.5,8.5,4.31854035187561
40.5,8.5,4.02132064961759
41.5,8.5,3.81736811911826
42.5,8.5,4.18704952960363
43.5,8.5,4.28790055205577
44.5,8.5,4.66758652504599
45.5,8.5,4.32659297551176
46.5,8.5,4.36517367472121
47.5,8.5,4.51018480210145
48.5,8.5,4.26932583383412
49.5,8.5,3.89334133757707
50.5,8.5,4.10812021577588
51.5,8.5,4.37183494891747
52.5,8.5,4.2556445752385
53.5,8.5,4.14982162932018
54.5,8.5,3.7694348330742
55.5,8.5,3.5246303327779
56.5,8.5,4.03582917592489
57.5,8.5,4.48277464201241
58.5,8.5,4.31441631506956
59.5,8.5,4.84544706313331
60.5,8.5,5.14041978106684
61.5,8.5,5.22748727432456
62.5,8.5,5.55605877383111
63.5,8.5,5.4398424258197
64.5,8.5,5.3917035032044
65.5,8.5,5.21078422845922
66.5,8.5,5.04514681004061
67.5,8.5,4.4802202244821
68.5,8.5,4.22576994558129
69.5,8.5,4.19840054237252
70.5,8.5,4.073117139086
71.5,8.5,4.10941563528939
72.5,8.5,4.30869616768076
73.5,8.5,4.17909503267065
